folder_name,subject_code,subject_name,grade,class_code,class_room,semester,day_time,classification,credit
情報科学部,K2016000,情報数学２,1年・2年・3年・4年,11,Ｇ２５１,後期,水Ⅲ,選択,2
情報科学部,K2016000,情報数学２,1年・2年・3年・4年,21,Ｇ２２０９,後期,水Ⅲ,選択,2
情報科学部,K2017000,オペレーションズ・リサーチ１,3年・4年,X1,１１－１０１,前期,水Ⅲ,選択,2
情報科学部,K2017000,オペレーションズ・リサーチ１,3年・4年,Z1,１１－１０１,前期,水Ⅲ,選択,2
情報科学部,K2018000,オペレーションズ・リサーチ２,3年・4年,X1,Ｋ４０１,後期,月Ⅱ,選択,2
情報科学部,K2018000,オペレーションズ・リサーチ２,3年・4年,Z1,Ｋ４０１,後期,月Ⅱ,選択,2
情報科学部,K2022000,プログラミング及び演習２,1年・2年・3年・4年,11,Ｋ４０４,後期,木Ⅰ・木Ⅱ,選択,3
情報科学部,K2022000,プログラミング及び演習２,1年・2年・3年・4年,21,１－４０１,後期,木Ⅰ・木Ⅱ,選択,3
情報科学部,K2035000,論理回路,1年・2年・3年・4年,X1,Ｇ２２１０,前期,金Ⅱ,選択,2
情報科学部,K2035000,論理回路,1年・2年・3年・4年,Z9,Ｇ２２１０,前期,金Ⅱ,選択,2
情報科学部,K2037000,ソフトウェア工学２,3年・4年,X1,１－５０２,後期,木Ⅴ,選択,2
情報科学部,K2037000,ソフトウェア工学２,3年・4年,Z1,１－５０２,後期,木Ⅴ,選択,2
情報科学部,K2044000,数値計算,2年・3年・4年,X1,１－５０２,後期,火Ⅱ,選択,2
情報科学部,K2044000,数値計算,2年・3年・4年,Z1,１－５０２,後期,火Ⅱ,選択,2
情報科学部,K2049000,人工知能,2年・3年・4年,X1,Ｇ２２１０,前期,水Ⅲ,選択,2
情報科学部,K2058000,微分積分１,1年,11,Ｇ２３１１,前期,木Ⅳ,選択,2
情報科学部,K2058000,微分積分１,1年・2年・3年・4年,21,Ｇ２２０９,前期,木Ⅳ,選択,2
情報科学部,K2059000,微分積分２,1年,11,Ｇ２４０９,後期,木Ⅲ,選択,2
情報科学部,K2059000,微分積分２,1年・2年・3年・4年,21,Ｇ２４０７,後期,木Ⅲ,選択,2
情報科学部,K2060000,線形代数１,1年・2年・3年・4年,11,Ｇ２２０９,前期,火Ⅲ,選択,2
情報科学部,K2060000,線形代数１,1年・2年・3年・4年,21,Ｇ２２０８,前期,火Ⅲ,選択,2
情報科学部,K2061000,線形代数２,1年・2年・3年・4年,11,Ｇ１５２,後期,火Ⅲ,選択,2
情報科学部,K2061000,線形代数２,1年・2年・3年・4年,21,Ｇ１５１,後期,火Ⅲ,選択,2
情報科学部,K2062000,確率統計,2年・3年・4年,X1,１－５０１,後期,水Ⅱ,選択,2
情報科学部,K2063000,幾何学,2年・3年・4年,X1,１－５０１,後期,水Ⅰ,選択,2
情報科学部,K2063000,幾何学,2年・3年・4年,Z9,１－５０１,後期,水Ⅰ,選択,2
情報科学部,K2065000,オブジェクト指向プログラミング及び演習１,2年・3年・4年,X1,１－４０１,前期,木Ⅲ・木Ⅳ,選択,3
情報科学部,K2065000,オブジェクト指向プログラミング及び演習１,2年・3年・4年,Z1,１－４０１,前期,木Ⅲ・木Ⅳ,選択,3
情報科学部,K2066000,オブジェクト指向プログラミング及び演習２,2年・3年・4年,X1,１－５０１,後期,木Ⅲ・木Ⅳ,選択,3
情報科学部,K2066000,オブジェクト指向プログラミング及び演習２,2年・3年・4年,Z1,１－５０１,後期,木Ⅲ・木Ⅳ,選択,3
情報科学部,K2068000,コンピュータアーキテクチャ１,2年・3年・4年,X1,１１－４０１,前期,火Ⅲ,選択,2
情報科学部,K2068000,コンピュータアーキテクチャ１,2年・3年・4年,Z1,１１－４０１,前期,火Ⅲ,選択,2
情報科学部,K2069000,コンピュータアーキテクチャ２,2年・3年・4年,X1,１１－４０１,後期,火Ⅲ,選択,2
情報科学部,K2069000,コンピュータアーキテクチャ２,2年・3年・4年,Z1,１１－４０１,後期,火Ⅲ,選択,2
情報科学部,K2070000,モバイルネットワーク,2年・3年・4年,X1,Ｇ２２１０,後期,金Ⅴ,選択,2
情報科学部,K2071000,情報システム概論,2年・3年・4年,X1,Ｇ２２１０,後期,水Ⅳ,選択,2
情報科学部,K2072000,並列分散処理,3年・4年,X1,１１－１０１,後期,月Ⅲ,選択,2
情報科学部,K2072000,並列分散処理,3年・4年,Z1,１１－１０１,後期,月Ⅲ,選択,2
情報科学部,K2076000,ＣＡＤ及び演習１,3年・4年,X1,情教実習室Ａ,後期,金Ⅰ・金Ⅱ,選択,3
情報科学部,K2077000,ソフトコンピューティング,3年・4年,X1,１１－１０１,後期,火Ⅱ,選択,2
情報科学部,K2077000,ソフトコンピューティング,3年・4年,Z1,１１－１０１,後期,火Ⅱ,選択,2
情報科学部,K2082000,数理論理学,2年・3年・4年,X1,１１－４０１,後期,月Ⅱ,選択,2
情報科学部,K2083000,Ｗｅｂプログラミング基礎,1年・2年・3年・4年,11,１１－２０１,後期,月Ⅱ,選択,2
情報科学部,K2083000,Ｗｅｂプログラミング基礎,1年・2年・3年・4年,21,１１－３０１,後期,月Ⅱ,選択,2
情報科学部,K2084000,プロジェクト演習１,2年・3年・4年,X1,１１－２０１,前期,火Ⅳ,選択,1
情報科学部,K2085000,プロジェクト演習２,2年・3年・4年,X1,１１－２０１,後期,火Ⅳ,選択,1
情報科学部,K2087000,物理学（電磁気学）,2年・3年・4年,11,Ｇ３３０１,前期,月Ⅱ,選択,2
情報科学部,K2087000,物理学（電磁気学）,2年・3年・4年,21,１－５０１,前期,月Ⅱ,選択,2
情報科学部,K2088000,アルゴリズムとデータ構造,3年・4年,X1,１－５０１,前期,火Ⅱ,選択,2
情報科学部,K2089000,アルゴリズムとデータ構造演習,3年・4年,X1,１－５０１,前期,火Ⅲ,選択,1
情報科学部,K2090000,オペレーティングシステム,2年・3年・4年,X1,Ｇ２２１０,後期,木Ⅰ,選択,2
情報科学部,K2091000,情報セキュリティ,3年・4年,X1,Ｇ２２１０,前期,水Ⅳ,選択,2
情報科学部,K2094000,コンピュータ概論,1年・2年・3年・4年,X1,１－５０２,前期,水Ⅰ,選択,2
情報科学部,K2095000,ソフトウェア工学１,3年・4年,X1,１－３０３,前期,木Ⅴ,選択,2
情報科学部,K2095000,ソフトウェア工学１,3年・4年,Z1,１－３０３,前期,木Ⅴ,選択,2
情報科学部,K2096000,ＣＧプログラミング及び演習,3年・4年,11,１－６０１,後期,火Ⅲ・火Ⅳ,選択,3
情報科学部,K2096000,ＣＧプログラミング及び演習,3年・4年,21,１－６０１・セ－実習室２,前期,火Ⅳ・火Ⅴ,選択,3
情報科学部,K2097000,画像処理及び演習,2年・3年・4年,X1,１－３０３,前期,水Ⅰ・水Ⅱ,選択,3
情報科学部,K2117000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
情報科学部,K3001000,ネットワーク及び演習,3年・4年,X1,１１－１０１,前期,木Ⅰ・木Ⅱ,選必,3
情報科学部,K3002000,Ｗｅｂプログラミング及び演習,3年・4年,X1,１１－１０１,後期,木Ⅰ・木Ⅱ,選必,3
情報科学部,K3003000,組み込みプログラミング及び演習,3年・4年,X1,マイコン室１,後期,木Ⅰ・木Ⅱ,選必,3
情報科学部,K3003000,組み込みプログラミング及び演習,3年・4年,Z1,マイコン室１,後期,木Ⅰ・木Ⅱ,選択,3
情報科学部,K3004000,マイコン制御及び演習,3年・4年,X1,マイコン室１,前期,木Ⅰ・木Ⅱ,選必,3
情報科学部,K3004000,マイコン制御及び演習,3年・4年,Z1,マイコン室１,前期,木Ⅰ・木Ⅱ,選択,3
情報科学部,K3005000,データベース及び演習,3年・4年,X1,１－５０１,前期,月Ⅲ・月Ⅳ,選必,3
情報科学部,X0104000,キャリア意識形成,2年・3年,11,Ｇ３２０３,後期,月Ⅳ,必修,2
情報科学部,X0104000,キャリア意識形成,2年・3年,21,Ｇ３３０１,後期,月Ⅳ,必修,2
情報科学部,X0202000,キャリアデザイン２,3年・4年,11,Ｇ２４０７,前期,月Ⅱ,選択,2
情報科学部,X0202000,キャリアデザイン２,3年・4年,21,Ｇ２４０８,前期,月Ⅱ,選択,2
情報科学部,X0203000,経済基礎知識,3年・4年,X1,Ｇ２２１０,前期,木Ⅳ,選択,2
情報科学部,X0204000,知的財産権,3年・4年,X1,Ｋ４０４,後期,水Ⅱ,選択,2
情報科学部,X0205000,情報と職業,3年・4年,X1,１２－２０２,後期,木Ⅳ,選択,2
情報科学部,X1001000,コンピュータリテラシ,1年・2年・3年・4年,11,１－３０３,前期,金Ⅳ・金Ⅴ,必修,2
情報科学部,X1001000,コンピュータリテラシ,1年・2年・3年・4年,21,１－５０２,前期,金Ⅳ・金Ⅴ,必修,2
情報科学部,X1003000,プログラミング及び演習１,1年・2年・3年・4年,X1,１－５０１,前期,水Ⅲ・水Ⅳ,必修,3
情報科学部,X1004000,Ｗｅｂプログラミング及び演習,2年・3年・4年,11,１－６０１,後期,火Ⅰ・火Ⅱ,必修,3
情報科学部,X1004000,Ｗｅｂプログラミング及び演習,2年・3年・4年,21,１－７０１,後期,火Ⅰ・火Ⅱ,必修,3
情報科学部,X1005000,デッサンとモデリング,1年・2年・3年・4年,11,１－６０２,後期,金Ⅰ・金Ⅱ,必修,2
情報科学部,X1005000,デッサンとモデリング,1年・2年・3年・4年,21,１－６０２,後期,金Ⅲ・金Ⅳ,必修,2
情報科学部,X1006000,Ｗｅｂデザイン及び演習,2年・3年・4年,11,１－６０１,前期,月Ⅰ・月Ⅱ,必修,3
情報科学部,X1006000,Ｗｅｂデザイン及び演習,2年・3年・4年,21,１－７０１,前期,月Ⅰ・月Ⅱ,必修,3
情報科学部,X1011000,セミナー,3年・4年,X1,,通年,火Ⅰ,必修,2
情報科学部,X1012000,ＣＧコンテンツ基礎１,1年・2年・3年・4年,11,１－７０１,後期,水Ⅲ・水Ⅳ,必修,3
情報科学部,X1012000,ＣＧコンテンツ基礎１,1年・2年・3年・4年,21,１－７０１,後期,金Ⅰ・金Ⅱ,必修,3
情報科学部,X1013000,画像処理及び演習,2年・3年・4年,X1,１－３０３,前期,火Ⅲ・火Ⅳ,必修,3
情報科学部,X1014000,ＣＧプログラミング及び演習,2年・3年・4年,X1,１－５０２,後期,木Ⅰ・木Ⅱ,必修,3
情報科学部,X1015000,基礎数学及び演習,3年・4年,再履１,Ｇ２２０９,前期,月Ⅴ・火Ⅴ,必修,3
情報科学部,X1016000,データサイエンス基礎数理,1年・2年,11,Ｇ２３１０,前期,水Ⅱ,必修,2
情報科学部,X1016000,データサイエンス基礎数理,1年・2年,21,Ｇ３２０１,前期,水Ⅱ,必修,2
情報科学部,X1017000,情報社会及び情報倫理,1年・2年・3年・4年,X1,Ｇ２１１０,前期,月Ⅲ,必修,2
情報科学部,X1018000,キャリアデザイン１,1年・2年・3年・4年,X1,Ｇ２１１０,前期,月Ⅱ,必修,2
情報科学部,X2002000,微分積分１,1年,11,Ｇ２３１０,前期,水Ⅰ,選択,2
情報科学部,X2002000,微分積分１,1年・2年・3年・4年,21,Ｇ３２０１,前期,水Ⅰ,選択,2
情報科学部,X2003000,線形代数１,1年・2年・3年・4年,X1,Ｇ１５１,前期,火Ⅰ,選択,2
情報科学部,X2004000,確率統計,1年・2年・3年・4年,X1,Ｇ１５１,後期,月Ⅲ,選択,2
情報科学部,X2011000,プログラミング及び演習２,1年・2年・3年・4年,X1,１－３０３,後期,木Ⅲ・木Ⅳ,選択,3
情報科学部,X2019000,コミュニケーション論,1年・2年・3年・4年,X1,１－５０１,後期,木Ⅰ,選択,2
情報科学部,X2019000,コミュニケーション論,1年・2年・3年・4年,Z1,１－５０１,後期,木Ⅰ,選択,2
情報科学部,X2020000,カラーデザイン,2年・3年・4年,11,１２－３０３,前期,水Ⅰ,選択,2
情報科学部,X2020000,カラーデザイン,2年・3年・4年,21,１２－３０３,前期,水Ⅱ,選択,2
情報科学部,X2020000,カラーデザイン,2年・3年・4年,Z1,１２－３０３,前期,水Ⅰ,選択,2
情報科学部,X2020000,カラーデザイン,2年・3年・4年,Z2,１２－３０３,前期,水Ⅱ,選択,2
情報科学部,X2021000,ユーザインタフェース,2年・3年・4年,X1,１１－４０１,前期,火Ⅱ,選択,2
情報科学部,X2021000,ユーザインタフェース,2年・3年・4年,Z1,１１－４０１,前期,火Ⅱ,選択,2
情報科学部,X2022000,ユーザビリティ,2年・3年・4年,X1,１－５０２,後期,火Ⅳ,選択,2
情報科学部,X2022000,ユーザビリティ,2年・3年・4年,Z1,１－５０２,後期,火Ⅳ,選択,2
情報科学部,X2023000,ゲームプログラミング,3年・4年,X1,１－５０２,前期,火Ⅱ,選択,2
情報科学部,X2023000,ゲームプログラミング,3年・4年,Z1,１－５０２,前期,火Ⅱ,選択,2
情報科学部,X2024000,メディア文化論,2年・3年・4年,X1,Ｇ２１１０,後期,金Ⅰ,選択,2
情報科学部,X2024000,メディア文化論,2年・3年・4年,Z1,Ｇ２１１０,後期,金Ⅰ,選択,2
情報科学部,X2025000,メディア産業論,2年・3年・4年,X1,１－５０２,前期,木Ⅲ,選択,2
情報科学部,X2025000,メディア産業論,2年・3年・4年,Z1,１－５０２,前期,木Ⅲ,選択,2
情報科学部,X2026000,ＣＡＤ及び演習１,3年・4年,X1,情教実習室Ａ,前期,金Ⅲ・金Ⅳ,選択,3
情報科学部,X2027000,ＣＡＤ及び演習２,3年・4年,X1,情教実習室Ａ,後期,金Ⅲ・金Ⅳ,選択,2
情報科学部,X2028000,ネットワーク及び演習,3年・4年,X1,１２－２０２,後期,金Ⅰ・金Ⅱ,選択,3
情報科学部,X2030000,モバイルネットワーク,2年・3年・4年,X1,Ｇ２２１０,後期,金Ⅴ,選択,2
情報科学部,X2031000,情報システム概論,2年・3年・4年,X1,Ｇ２２１０,後期,水Ⅳ,選択,2
情報科学部,X2032000,人工知能,3年・4年,X1,Ｇ２２１０,前期,水Ⅲ,選択,2
情報科学部,X2033000,経営学概論,3年・4年,X1,１１－１０１,前期,金Ⅱ,選択,2
情報科学部,X2033000,経営学概論,3年・4年,Z1,１１－１０１,前期,金Ⅱ,選択,2
情報科学部,X2034000,インターネットビジネス論,3年・4年,X1,１１－４０１,後期,木Ⅲ,選択,2
情報科学部,X2034000,インターネットビジネス論,3年・4年,Z1,１１－４０１,後期,木Ⅲ,選択,2
情報科学部,X2035000,ベンチャービジネス論,3年・4年,X1,１－５０１,前期,水Ⅰ,選択,2
情報科学部,X2035000,ベンチャービジネス論,3年・4年,Z1,１－５０１,前期,水Ⅰ,選択,2
情報科学部,X2042000,ＣＧコンテンツ基礎２,2年・3年・4年,11,１－７０１,前期,木Ⅰ・木Ⅱ,選択,3
情報科学部,X2042000,ＣＧコンテンツ基礎２,2年・3年・4年,21,１－７０１,前期,水Ⅲ・水Ⅳ,選択,3
情報科学部,X2043000,ＣＧコンテンツ応用,2年・3年・4年,X1,１－７０１,後期,水Ⅰ・水Ⅱ,選択,3
情報科学部,X2044000,映像制作概論,2年・3年・4年,X1,１－３０１,後期,木Ⅳ・木Ⅴ,選択,2
情報科学部,X2044000,映像制作概論,2年・3年・4年,Z1,１－３０１,後期,木Ⅳ・木Ⅴ,選択,2
情報科学部,X2045000,マルチメディア情報処理及び演習２,3年,X1,１－６０１,前期,木Ⅰ・木Ⅱ,選択,3
情報科学部,X2046000,応用プログラミング及び演習,3年・4年,X1,Ｋ４０４,後期,月Ⅰ・月Ⅱ,選択,3
情報科学部,X2046000,応用プログラミング及び演習,3年・4年,Z1,Ｋ４０４,後期,月Ⅰ・月Ⅱ,選択,3
情報科学部,X2048000,アルゴリズムとデータ構造,2年・3年・4年,X1,１－３０３,後期,火Ⅲ,選択,2
情報科学部,X2049000,オペレーティングシステム,3年・4年,X1,Ｇ２２１０,後期,木Ⅰ,選択,2
情報科学部,X2050000,情報セキュリティ,3年・4年,X1,Ｇ２２１０,前期,水Ⅳ,選択,2
情報科学部,X2052000,ディジタル映像処理及び演習,3年・4年,X1,１－５０２,前期,火Ⅲ・火Ⅳ,選択,3
情報科学部,X2052000,ディジタル映像処理及び演習,3年・4年,Z1,１－５０２,前期,火Ⅲ・火Ⅳ,選択,3
情報科学部,X2054000,マルチメディア情報処理及び演習１,1年・2年・3年・4年,11,１－７０１,前期,木Ⅲ・木Ⅳ,選択,3
情報科学部,X2054000,マルチメディア情報処理及び演習１,1年・2年・3年・4年,21,１－７０１,前期,金Ⅰ・金Ⅱ,選択,3
情報科学部,X2055000,コンピュータネットワーク,2年・3年・4年,X1,１－５０２,前期,金Ⅰ,選択,2
情報科学部,X2055000,コンピュータネットワーク,2年・3年・4年,Z9,１－５０２,前期,金Ⅰ,選択,2
情報科学部,X2056000,コンピュータ概論,1年・2年・3年・4年,X1,１－５０１,前期,月Ⅰ,選択,2
情報科学部,X2057000,メディア英語,2年・3年・4年,11,Ｇ３５０３,後期,月Ⅰ,選択,1
情報科学部,X2057000,メディア英語,2年・3年・4年,21,Ｇ３５０３,後期,月Ⅱ,選択,1
情報科学部,X2057000,メディア英語,2年・3年・4年,Z1,Ｇ３５０３,後期,月Ⅰ,選択,1
情報科学部,X2057000,メディア英語,2年・3年・4年,Z2,Ｇ３５０３,後期,月Ⅱ,選択,1
情報科学部,X2058000,物理学（力学）,1年・2年・3年・4年,X1,Ｇ２３１１,後期,火Ⅰ,選択,2
情報科学部,X2059000,映像制作及び演習,3年・4年,X1,１－５０１,後期,水Ⅲ・水Ⅳ,選択,3
情報科学部,X2059000,映像制作及び演習,3年・4年,Z1,１－５０１,後期,水Ⅲ・水Ⅳ,選択,3
情報科学部,X2060000,データベース,3年・4年,X1,１－５０１,後期,火Ⅱ,選択,2
情報科学部,X2061000,サウンドメディア論,2年・3年・4年,X1,１－５０２,後期,水Ⅲ,選択,2
情報科学部,X2061000,サウンドメディア論,2年・3年・4年,Z1,１－５０２,後期,水Ⅲ,選択,2
情報科学部,X2070000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
情報科学部,X3003000,卒業研究,4年,X1,,通年,時間外,選必,4
情報科学部,X3004000,卒業制作,4年,X1,,通年,時間外,選必,4
